,image_path,caption,label
35,/home/rinzler/Github/Image-Text-Matching/data/images/1015118661_980735411b.jpg,A brown and white dog stands outside while it snows .,0
36,/home/rinzler/Github/Image-Text-Matching/data/images/1015584366_dfcec3c85a.jpg,A black dog leaps over a log .,1
37,/home/rinzler/Github/Image-Text-Matching/data/images/1015584366_dfcec3c85a.jpg,A grey dog is leaping over a fallen tree .,1
38,/home/rinzler/Github/Image-Text-Matching/data/images/1015584366_dfcec3c85a.jpg,The black dog jumped the tree stump .,1
39,/home/rinzler/Github/Image-Text-Matching/data/images/1015584366_dfcec3c85a.jpg,Painting of Albert Einstein on a bear with child reaching up .,0
40,/home/rinzler/Github/Image-Text-Matching/data/images/1015584366_dfcec3c85a.jpg,A winner gets a trophy .,0
41,/home/rinzler/Github/Image-Text-Matching/data/images/1015584366_dfcec3c85a.jpg,A blonde child swims .,0
42,/home/rinzler/Github/Image-Text-Matching/data/images/101654506_8eb26cfb60.jpg,A brown and white dog is running through the snow .,1
43,/home/rinzler/Github/Image-Text-Matching/data/images/101654506_8eb26cfb60.jpg,A dog is running in the snow,1
44,/home/rinzler/Github/Image-Text-Matching/data/images/101654506_8eb26cfb60.jpg,The white and brown dog is running over the surface of the snow .,1
45,/home/rinzler/Github/Image-Text-Matching/data/images/101654506_8eb26cfb60.jpg,An entire wedding party is posing for pictures .,0
46,/home/rinzler/Github/Image-Text-Matching/data/images/101654506_8eb26cfb60.jpg,A skier goes down a near vertical slope .,0
47,/home/rinzler/Github/Image-Text-Matching/data/images/101654506_8eb26cfb60.jpg,A smiling boy pulling something from a magician s bag .,0
48,/home/rinzler/Github/Image-Text-Matching/data/images/1016887272_03199f49c4.jpg,A collage of one person climbing a cliff .,1
49,/home/rinzler/Github/Image-Text-Matching/data/images/1016887272_03199f49c4.jpg,A group of people are rock climbing on a rock climbing wall .,1
50,/home/rinzler/Github/Image-Text-Matching/data/images/1016887272_03199f49c4.jpg,Several climbers in a row are climbing the rock while the man in red watches and holds the line .,1
51,/home/rinzler/Github/Image-Text-Matching/data/images/1016887272_03199f49c4.jpg,A white dog with black spots is catching a baseball with its mouth .,0
52,/home/rinzler/Github/Image-Text-Matching/data/images/1016887272_03199f49c4.jpg,A backpacker in the mountains wearing an american flag .,0
53,/home/rinzler/Github/Image-Text-Matching/data/images/1016887272_03199f49c4.jpg,a young woman wearing a purple hat with a pink feather in it,0
54,/home/rinzler/Github/Image-Text-Matching/data/images/1019077836_6fc9b15408.jpg,A brown dog chases the water from a sprinkler on a lawn .,1
55,/home/rinzler/Github/Image-Text-Matching/data/images/1019077836_6fc9b15408.jpg,a brown dog plays with the hose .,1
56,/home/rinzler/Github/Image-Text-Matching/data/images/1019077836_6fc9b15408.jpg,Large brown dog running away from the sprinkler in the grass .,1
57,/home/rinzler/Github/Image-Text-Matching/data/images/1019077836_6fc9b15408.jpg,The sun is shining above the snow and trees .,0
58,/home/rinzler/Github/Image-Text-Matching/data/images/1019077836_6fc9b15408.jpg,Two women sitting in the grass with their bikes behind them .,0
59,/home/rinzler/Github/Image-Text-Matching/data/images/1019077836_6fc9b15408.jpg,Two little dogs looking out of their cage .,0
60,/home/rinzler/Github/Image-Text-Matching/data/images/1019604187_d087bf9a5f.jpg,A dog prepares to catch a thrown object in a field with nearby cars .,1
61,/home/rinzler/Github/Image-Text-Matching/data/images/1019604187_d087bf9a5f.jpg,A white dog is about to catch a yellow ball in its mouth .,1
62,/home/rinzler/Github/Image-Text-Matching/data/images/1019604187_d087bf9a5f.jpg,A white dog running after a yellow ball,1
63,/home/rinzler/Github/Image-Text-Matching/data/images/1019604187_d087bf9a5f.jpg,A brown dog is panting hard on grass during a sunny day .,0
64,/home/rinzler/Github/Image-Text-Matching/data/images/1019604187_d087bf9a5f.jpg,"Children in flamboyant red , white , and gold costumes dancing in a parade .",0
65,/home/rinzler/Github/Image-Text-Matching/data/images/1019604187_d087bf9a5f.jpg,A teenage boy jumps off a rail .,0
66,/home/rinzler/Github/Image-Text-Matching/data/images/1020651753_06077ec457.jpg,a black and white dog jumping in the air to get a toy .,1
67,/home/rinzler/Github/Image-Text-Matching/data/images/1020651753_06077ec457.jpg,A black and white dog jumps up towards a yellow toy .,1
68,/home/rinzler/Github/Image-Text-Matching/data/images/1020651753_06077ec457.jpg,The white dog is playing in a green field with a yellow toy .,1
69,/home/rinzler/Github/Image-Text-Matching/data/images/1020651753_06077ec457.jpg,a dog running in a park with a rubber chicken in its mouth .,0
70,/home/rinzler/Github/Image-Text-Matching/data/images/1020651753_06077ec457.jpg,A little boy smiles and points while a man looks in the direction of the child s gaze .,0
71,/home/rinzler/Github/Image-Text-Matching/data/images/1020651753_06077ec457.jpg,"A well dressed man with a cane and a beard , sleeping under a tree in a park .",0
72,/home/rinzler/Github/Image-Text-Matching/data/images/1022454428_b6b660a67b.jpg,"A couple and an infant , being held by the male , sitting next to a pond with a near by stroller .",1
73,/home/rinzler/Github/Image-Text-Matching/data/images/1022454428_b6b660a67b.jpg,A couple sit on the grass with a baby and stroller .,1
74,/home/rinzler/Github/Image-Text-Matching/data/images/1022454428_b6b660a67b.jpg,Couple with a baby sit outdoors next to their stroller .,1
75,/home/rinzler/Github/Image-Text-Matching/data/images/1022454428_b6b660a67b.jpg,Three large black dogs are playing in the grass .,0
76,/home/rinzler/Github/Image-Text-Matching/data/images/1022454428_b6b660a67b.jpg,One man in a rugby uniform is grabbing the arm of another man holding a football .,0
77,/home/rinzler/Github/Image-Text-Matching/data/images/1022454428_b6b660a67b.jpg,A border collie runs by a course with a ball in its mouth .,0
78,/home/rinzler/Github/Image-Text-Matching/data/images/1022975728_75515238d8.jpg,A black dog running in the surf .,1
79,/home/rinzler/Github/Image-Text-Matching/data/images/1022975728_75515238d8.jpg,A black lab with tags frolicks in the water .,1
80,/home/rinzler/Github/Image-Text-Matching/data/images/1022975728_75515238d8.jpg,This is a black dog splashing in the water .,1
81,/home/rinzler/Github/Image-Text-Matching/data/images/1022975728_75515238d8.jpg,A group of adults gather for a picture in front of a brick house .,0
82,/home/rinzler/Github/Image-Text-Matching/data/images/1022975728_75515238d8.jpg,"Man hunched on gray bench marked SAN DIEGO , neat blue trashcan .",0
83,/home/rinzler/Github/Image-Text-Matching/data/images/1022975728_75515238d8.jpg,"Pedestrians walk on a sidewalk next to a grassy , wooded field .",0
84,/home/rinzler/Github/Image-Text-Matching/data/images/1024138940_f1fefbdce1.jpg,Two different breeds of brown and white dogs play on the beach .,1
85,/home/rinzler/Github/Image-Text-Matching/data/images/1024138940_f1fefbdce1.jpg,Two dogs are making a turn on a soft sand beach .,1
86,/home/rinzler/Github/Image-Text-Matching/data/images/1024138940_f1fefbdce1.jpg,Two large tan dogs play along a sandy beach .,1
87,/home/rinzler/Github/Image-Text-Matching/data/images/1024138940_f1fefbdce1.jpg,A man has jumped from a surfboard up into the air .,0
88,/home/rinzler/Github/Image-Text-Matching/data/images/1024138940_f1fefbdce1.jpg,Some people are fishing off the wall beside the ocean .,0
89,/home/rinzler/Github/Image-Text-Matching/data/images/1024138940_f1fefbdce1.jpg,"The man is jumping through the air , while holding a bicycle .",0
90,/home/rinzler/Github/Image-Text-Matching/data/images/1026685415_0431cbf574.jpg,A black dog carries a green toy in his mouth as he walks through the grass .,1
91,/home/rinzler/Github/Image-Text-Matching/data/images/1026685415_0431cbf574.jpg,A black dog carrying something through the grass .,1
92,/home/rinzler/Github/Image-Text-Matching/data/images/1026685415_0431cbf574.jpg,A wet black dog is carrying a green toy through the grass .,1
93,/home/rinzler/Github/Image-Text-Matching/data/images/1026685415_0431cbf574.jpg,Three pairs of different-colored underwear hanging from a clothesline with people and cars in the background,0
94,/home/rinzler/Github/Image-Text-Matching/data/images/1026685415_0431cbf574.jpg,A man in uniform presents paperwork to another for his signature .,0
95,/home/rinzler/Github/Image-Text-Matching/data/images/1026685415_0431cbf574.jpg,Two little girls in blue dresses laugh .,0
96,/home/rinzler/Github/Image-Text-Matching/data/images/1030985833_b0902ea560.jpg,A black dog and a brown dog are jumping up to catch a red toy .,1
97,/home/rinzler/Github/Image-Text-Matching/data/images/1030985833_b0902ea560.jpg,A black dog and a brown dog play with a red toy on a courtyard .,1
98,/home/rinzler/Github/Image-Text-Matching/data/images/1030985833_b0902ea560.jpg,The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .,1
99,/home/rinzler/Github/Image-Text-Matching/data/images/1030985833_b0902ea560.jpg,A woman holds herself as she hikes in mountainous terrain .,0
100,/home/rinzler/Github/Image-Text-Matching/data/images/1030985833_b0902ea560.jpg,Two dogs of the same breed are running through snow that has buried grass .,0
101,/home/rinzler/Github/Image-Text-Matching/data/images/1030985833_b0902ea560.jpg,A boy is skateboarding in a skateboard park .,0
102,/home/rinzler/Github/Image-Text-Matching/data/images/103106960_e8a41d64f8.jpg,A boy with a stick kneeling in front of a goalie net,1
103,/home/rinzler/Github/Image-Text-Matching/data/images/103106960_e8a41d64f8.jpg,A child in a red jacket playing street hockey guarding a goal .,1
104,/home/rinzler/Github/Image-Text-Matching/data/images/103106960_e8a41d64f8.jpg,"Hockey goalie boy in red jacket crouches by goal , with stick .",1
105,/home/rinzler/Github/Image-Text-Matching/data/images/103106960_e8a41d64f8.jpg,The two dogs are running on the grass .,0
106,/home/rinzler/Github/Image-Text-Matching/data/images/103106960_e8a41d64f8.jpg,The white dog is lying on the grass and chewing a piece of wood .,0
107,/home/rinzler/Github/Image-Text-Matching/data/images/103106960_e8a41d64f8.jpg,A young boy is sticking his head through a cow face with a hole cut out of it .,0
108,/home/rinzler/Github/Image-Text-Matching/data/images/1032122270_ea6f0beedb.jpg,A woman crouches near three dogs in a field .,1
109,/home/rinzler/Github/Image-Text-Matching/data/images/1032122270_ea6f0beedb.jpg,Three dogs are playing on grassy hill with a blue sky .,1
110,/home/rinzler/Github/Image-Text-Matching/data/images/1032122270_ea6f0beedb.jpg,Three dogs stand in a grassy field while a person kneels nearby .,1
111,/home/rinzler/Github/Image-Text-Matching/data/images/1032122270_ea6f0beedb.jpg,A child playing on a playground play set .,0
112,/home/rinzler/Github/Image-Text-Matching/data/images/1032122270_ea6f0beedb.jpg,People in orange vests are rowing with great effort .,0
113,/home/rinzler/Github/Image-Text-Matching/data/images/1032122270_ea6f0beedb.jpg,Person with a backpack in a field,0
114,/home/rinzler/Github/Image-Text-Matching/data/images/104136873_5b5d41be75.jpg,People sit on the mountainside and check out the view .,1
115,/home/rinzler/Github/Image-Text-Matching/data/images/104136873_5b5d41be75.jpg,Three people are on a hilltop overlooking a green valley .,1
116,/home/rinzler/Github/Image-Text-Matching/data/images/104136873_5b5d41be75.jpg,Three people rest on a ledge above the moutains .,1
117,/home/rinzler/Github/Image-Text-Matching/data/images/104136873_5b5d41be75.jpg,A girl cross-country skis .,0
118,/home/rinzler/Github/Image-Text-Matching/data/images/104136873_5b5d41be75.jpg,Two pale brown dogs tussling on paved ground .,0
119,/home/rinzler/Github/Image-Text-Matching/data/images/104136873_5b5d41be75.jpg,A catcher in a red and white uniform plays at a baseball game .,0
120,/home/rinzler/Github/Image-Text-Matching/data/images/1053804096_ad278b25f1.jpg,A girl in pigtails splashes in the shallow water .,1
121,/home/rinzler/Github/Image-Text-Matching/data/images/1053804096_ad278b25f1.jpg,A girls plays in the surf .,1
122,/home/rinzler/Github/Image-Text-Matching/data/images/1053804096_ad278b25f1.jpg,A young girl in pigtails plays in the water .,1
123,/home/rinzler/Github/Image-Text-Matching/data/images/1053804096_ad278b25f1.jpg,Orange dog jumps over striped posts on course .,0
124,/home/rinzler/Github/Image-Text-Matching/data/images/1053804096_ad278b25f1.jpg,Woman stands on fallen trees near winding river taking photographs of animals .,0
125,/home/rinzler/Github/Image-Text-Matching/data/images/1053804096_ad278b25f1.jpg,A skier races down a mountain in an orange jacket .,0
126,/home/rinzler/Github/Image-Text-Matching/data/images/1056873310_49c665eb22.jpg,A brown dog is running after a black dog on a rocky shore .,1
127,/home/rinzler/Github/Image-Text-Matching/data/images/1056873310_49c665eb22.jpg,A brown dog is running after the black dog .,1
128,/home/rinzler/Github/Image-Text-Matching/data/images/1056873310_49c665eb22.jpg,Two dogs run towards each other on a rocky area with water in the background .,1
129,/home/rinzler/Github/Image-Text-Matching/data/images/1056873310_49c665eb22.jpg,An American footballer in a white and purple strip is making a run with the ball .,0
130,/home/rinzler/Github/Image-Text-Matching/data/images/1056873310_49c665eb22.jpg,A young person with a Mohawk and a nose piercing in a plaid shirt .,0
131,/home/rinzler/Github/Image-Text-Matching/data/images/1056873310_49c665eb22.jpg,A brown dog climbing out of a pool with a stick in his mouth .,0
132,/home/rinzler/Github/Image-Text-Matching/data/images/1067675215_7336a694d6.jpg,A man in blue shorts is laying in the street .,1
133,/home/rinzler/Github/Image-Text-Matching/data/images/1067675215_7336a694d6.jpg,A man in blue shorts lays down outside in a parking lot .,1
134,/home/rinzler/Github/Image-Text-Matching/data/images/1067675215_7336a694d6.jpg,A shirtless man is laying down in the middle of a busy street .,1
135,/home/rinzler/Github/Image-Text-Matching/data/images/1067675215_7336a694d6.jpg,A boy wearing a black shirt is climbing inside the bucket of a mechanical digger .,0
136,/home/rinzler/Github/Image-Text-Matching/data/images/1067675215_7336a694d6.jpg,Two people sit upon large rocks next to a river .,0
137,/home/rinzler/Github/Image-Text-Matching/data/images/1067675215_7336a694d6.jpg,There are two ladies embracing and posing shown here .,0
138,/home/rinzler/Github/Image-Text-Matching/data/images/1067790824_f3cc97239b.jpg,A white and black dog and a brown dog in sandy terrain .,1
139,/home/rinzler/Github/Image-Text-Matching/data/images/1067790824_f3cc97239b.jpg,A woolly dog chases a Doberman on a beach .,1
140,/home/rinzler/Github/Image-Text-Matching/data/images/1067790824_f3cc97239b.jpg,Two large dogs chasing each other at the beach .,1
141,/home/rinzler/Github/Image-Text-Matching/data/images/1067790824_f3cc97239b.jpg,A man on the pavement shielding his eyes with his t-shirt .,0
142,/home/rinzler/Github/Image-Text-Matching/data/images/1067790824_f3cc97239b.jpg,A man is talking to a mounted policeman outside a stadium .,0
143,/home/rinzler/Github/Image-Text-Matching/data/images/1067790824_f3cc97239b.jpg,Man in green shirt and cargo khakis standing next to a green jeep .,0
144,/home/rinzler/Github/Image-Text-Matching/data/images/1075867198_27ca2e7efe.jpg,A man in a brown shirt and dark shorts plays on the beach with his two black dogs .,1
145,/home/rinzler/Github/Image-Text-Matching/data/images/1075867198_27ca2e7efe.jpg,A man in shorts with two black dogs holds a ball throwing toy at the beach .,1
146,/home/rinzler/Github/Image-Text-Matching/data/images/1075867198_27ca2e7efe.jpg,Man at the beach with two dogs .,1
147,/home/rinzler/Github/Image-Text-Matching/data/images/1075867198_27ca2e7efe.jpg,A man in black is purchasing something at the register in a store .,0
148,/home/rinzler/Github/Image-Text-Matching/data/images/1075867198_27ca2e7efe.jpg,A man is crossing a mountain pass on a metal bridge .,0
149,/home/rinzler/Github/Image-Text-Matching/data/images/1075867198_27ca2e7efe.jpg,Muzzled greyhound dogs running in a pack .,0
150,/home/rinzler/Github/Image-Text-Matching/data/images/1077931201_1e0bb83105.jpg,A man in a wetsuit is throwing a baby wearing a wetsuit up into the air .,1
151,/home/rinzler/Github/Image-Text-Matching/data/images/1077931201_1e0bb83105.jpg,A man in a wetsuit is throwing a toddler up in the air and is ready to catch him .,1
152,/home/rinzler/Github/Image-Text-Matching/data/images/1077931201_1e0bb83105.jpg,"While water droplets fly , a man throws a little boy up in the air .",1
153,/home/rinzler/Github/Image-Text-Matching/data/images/1077931201_1e0bb83105.jpg,A young boy in swimming trunks is walking with his arms outstretched on the beach .,0
154,/home/rinzler/Github/Image-Text-Matching/data/images/1077931201_1e0bb83105.jpg,A woman is getting her hair done at a salon .,0
155,/home/rinzler/Github/Image-Text-Matching/data/images/1077931201_1e0bb83105.jpg,People camp with the mountains in the background .,0
156,/home/rinzler/Github/Image-Text-Matching/data/images/10815824_2997e03d76.jpg,A blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel .,1
157,/home/rinzler/Github/Image-Text-Matching/data/images/10815824_2997e03d76.jpg,A girl and her horse stand by a fire .,1
158,/home/rinzler/Github/Image-Text-Matching/data/images/10815824_2997e03d76.jpg,Two people and two horses watching a fire .,1
159,/home/rinzler/Github/Image-Text-Matching/data/images/10815824_2997e03d76.jpg,Bird spreads wings over water .,0
160,/home/rinzler/Github/Image-Text-Matching/data/images/10815824_2997e03d76.jpg,A teenage boy is doing a back flip in midair on the beach .,0
161,/home/rinzler/Github/Image-Text-Matching/data/images/10815824_2997e03d76.jpg,Two people are planting small bushes near a grassy area .,0
162,/home/rinzler/Github/Image-Text-Matching/data/images/1082252566_8c79beef93.jpg,"A bulldog , a sheep dog , and a boxer standing in a yard .",1
163,/home/rinzler/Github/Image-Text-Matching/data/images/1082252566_8c79beef93.jpg,A large brown dog is pushing a small Boston terrier with his face while anouther dog watches .,1
164,/home/rinzler/Github/Image-Text-Matching/data/images/1082252566_8c79beef93.jpg,Three dogs of various sizes .,1
165,/home/rinzler/Github/Image-Text-Matching/data/images/1082252566_8c79beef93.jpg,A brown dog wearing a key is playing in the dirt .,0
166,/home/rinzler/Github/Image-Text-Matching/data/images/1082252566_8c79beef93.jpg,"A man in black-yellow carnival feathers , playing the drum .",0
167,/home/rinzler/Github/Image-Text-Matching/data/images/1082252566_8c79beef93.jpg,A woman in a yellow shirt surfs on a pink surfboard .,0
168,/home/rinzler/Github/Image-Text-Matching/data/images/1084040636_97d9633581.jpg,A closeup of a white dog that is laying its head on its paws .,1
169,/home/rinzler/Github/Image-Text-Matching/data/images/1084040636_97d9633581.jpg,a large white dog lying on the floor .,1
170,/home/rinzler/Github/Image-Text-Matching/data/images/1084040636_97d9633581.jpg,A white dog rests its head on the patio bricks .,1
171,/home/rinzler/Github/Image-Text-Matching/data/images/1084040636_97d9633581.jpg,A girl in a sandy area .,0
172,/home/rinzler/Github/Image-Text-Matching/data/images/1084040636_97d9633581.jpg,A baby in a white top is sitting on a bed .,0
173,/home/rinzler/Github/Image-Text-Matching/data/images/1084040636_97d9633581.jpg,A man is flying through the air hanging from a paraglider while others are water-skiing .,0
174,/home/rinzler/Github/Image-Text-Matching/data/images/1084104085_3b06223afe.jpg,a woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .,1
175,/home/rinzler/Github/Image-Text-Matching/data/images/1084104085_3b06223afe.jpg,A woman in blue shorts and a white shirt is indoor rock climbing .,1
176,/home/rinzler/Github/Image-Text-Matching/data/images/1084104085_3b06223afe.jpg,Woman climbing an artificial rock wall .,1
177,/home/rinzler/Github/Image-Text-Matching/data/images/1084104085_3b06223afe.jpg,"A black dog jumps at a ball held by a man wearing blue jeans , a blue striped shirt , and a dark blue jacket .",0
178,/home/rinzler/Github/Image-Text-Matching/data/images/1084104085_3b06223afe.jpg,A boy rides a game machine .,0
179,/home/rinzler/Github/Image-Text-Matching/data/images/1084104085_3b06223afe.jpg,An extreme mountain biker making a leap across rough terrain in the woods .,0
180,/home/rinzler/Github/Image-Text-Matching/data/images/1088767354_2acee738cf.jpg,A woman in a red costume to the left of a man and woman standing together .,1
181,/home/rinzler/Github/Image-Text-Matching/data/images/1088767354_2acee738cf.jpg,A woman wearing a red costume looks at two other people standing on a street .,1
182,/home/rinzler/Github/Image-Text-Matching/data/images/1088767354_2acee738cf.jpg,Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .,1
183,/home/rinzler/Github/Image-Text-Matching/data/images/1088767354_2acee738cf.jpg,An elderly woman in a red jacket is walking up a hilly city street .,0
184,/home/rinzler/Github/Image-Text-Matching/data/images/1088767354_2acee738cf.jpg,Two smiling boys walk in a grassy field with a small trailer behind them .,0
185,/home/rinzler/Github/Image-Text-Matching/data/images/1088767354_2acee738cf.jpg,Two people walk black dogs on leashes over the grass .,0
186,/home/rinzler/Github/Image-Text-Matching/data/images/1089181217_ee1167f7af.jpg,a brown dog running down a paved pathway,1
187,/home/rinzler/Github/Image-Text-Matching/data/images/1089181217_ee1167f7af.jpg,A brown dog running next to grass .,1
188,/home/rinzler/Github/Image-Text-Matching/data/images/1089181217_ee1167f7af.jpg,Energetic brown dog running,1
189,/home/rinzler/Github/Image-Text-Matching/data/images/1089181217_ee1167f7af.jpg,A girl sits outside at a large fountain .,0
190,/home/rinzler/Github/Image-Text-Matching/data/images/1089181217_ee1167f7af.jpg,A person in the air holding on to a bicycle .,0
191,/home/rinzler/Github/Image-Text-Matching/data/images/1089181217_ee1167f7af.jpg,Men playing a basketball game .,0
192,/home/rinzler/Github/Image-Text-Matching/data/images/109260216_85b0be5378.jpg,A person climbing down a sheer rock cliff using a rope,1
193,/home/rinzler/Github/Image-Text-Matching/data/images/109260216_85b0be5378.jpg,"A person climbs a tall , flat mountain while holding onto a safety rope .",1
194,/home/rinzler/Github/Image-Text-Matching/data/images/109260216_85b0be5378.jpg,A person wearing a red vest climbs up a steep rock .,1
195,/home/rinzler/Github/Image-Text-Matching/data/images/109260216_85b0be5378.jpg,A young man skates down the side of a colorful wall .,0
196,/home/rinzler/Github/Image-Text-Matching/data/images/109260216_85b0be5378.jpg,The red motorcycle pulls a wheelie on the racetrack .,0
197,/home/rinzler/Github/Image-Text-Matching/data/images/109260216_85b0be5378.jpg,A little girl wearing a navy skirt is climbing on some silver poles .,0
198,/home/rinzler/Github/Image-Text-Matching/data/images/1093716555_801aacef79.jpg,a group of backpackers lay on the dry ground .,1
199,/home/rinzler/Github/Image-Text-Matching/data/images/1093716555_801aacef79.jpg,A group of hikers are resting on the ground in front of some mountains .,1
200,/home/rinzler/Github/Image-Text-Matching/data/images/1093716555_801aacef79.jpg,The group of hikers is resting in front of a mountain .,1
201,/home/rinzler/Github/Image-Text-Matching/data/images/1093716555_801aacef79.jpg,a closeup of grey and white shoes on the shore near the beach water .,0
202,/home/rinzler/Github/Image-Text-Matching/data/images/1093716555_801aacef79.jpg,A football player is grabbing the ankle of another player who is holding the ball .,0
203,/home/rinzler/Github/Image-Text-Matching/data/images/1093716555_801aacef79.jpg,Two kids are on a fair ride and are slipping to one side of the car .,0
204,/home/rinzler/Github/Image-Text-Matching/data/images/1094462889_f9966dafa6.jpg,A brown dog plays in a deep pile of snow .,1
205,/home/rinzler/Github/Image-Text-Matching/data/images/1094462889_f9966dafa6.jpg,A dog looking at the camera in snow .,1
206,/home/rinzler/Github/Image-Text-Matching/data/images/1094462889_f9966dafa6.jpg,The brown dog is out in the snow .,1
207,/home/rinzler/Github/Image-Text-Matching/data/images/1094462889_f9966dafa6.jpg,A boy points .,0
208,/home/rinzler/Github/Image-Text-Matching/data/images/1094462889_f9966dafa6.jpg,A boy plays in the ocean with a boogie board .,0
209,/home/rinzler/Github/Image-Text-Matching/data/images/1094462889_f9966dafa6.jpg,two woman eating at a table with a lot of pigeons on the street next to them,0
210,/home/rinzler/Github/Image-Text-Matching/data/images/1095580424_76f0aa8a3e.jpg,A Corgi runs out of a tunnel .,1
211,/home/rinzler/Github/Image-Text-Matching/data/images/1095580424_76f0aa8a3e.jpg,A dog runs out of a tunnel on a course .,1
